Index,Names in References,SMILES,SMILES withous Bridge Linkers,Scaffolds,Kinase Targets,Types,Binding Affinities,References
MKI-138,14c,C1(NC2=CC=C(OCCN3CCCC3)C4=C2)=NC=CC(C5=CC(COC/C=C/COC4)=CN=C5)=N1,C1(NC2=CC=C(OCCN3CCCC3)C=C2)=NC=CC(C4=CC=CN=C4)=N1,C1(NC2=CC=CC=C2)=NC=CC(C3=CC=CN=C3)=N1,JAK2/FLT3 (IC50 (nM)),Type-I,290/63,10.1021/jm201454n
MKI-139,14d,C6(NC7=CC=C(OCCN8CCCC8)C9=C7)=NC=CC(C%10=CC(OCC/C=C/COC9)=NC=C%10)=N6,C1(NC2=CC=C(OCCN3CCCC3)C=C2)=NC=CC(C4=CC=NC=C4)=N1,C1(NC2=CC=CC=C2)=NC=CC(C3=CC=NC=C3)=N1,JAK2/FLT3 (IC50 (nM)),Type-I,18/31,10.1021/jm201454n
MKI-140,14e,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C4=C2)N=C1C5=CC(OCC/C=C/COC4)=NC=C5,CC1=CN=C(NC2=CC=C(OCCN3CCCC3)C=C2)N=C1C4=CC=NC=C4,C1(NC2=CC=CC=C2)=NC=CC(C3=CC=NC=C3)=N1,JAK2/FLT3 (IC50 (nM)),Type-I,14/31,10.1021/jm201454n
MKI-141,14f,CN(C6)C/C=C/COCC7=CC=C(O7)C8=NC(NC9=CC=C(OCCN%10CCCC%10)C6=C9)=NC=C8,C1(NC2=CC=C(OCCN3CCCC3)C=C2)=NC=CC(C4=CC=CO4)=N1,C1(NC2=CC=CC=C2)=NC=CC(C3=CC=CO3)=N1,JAK2/FLT3 (IC50 (nM)),Type-I,330/120,10.1021/jm201454n
MKI-142,14g,CN(C1)C/C=C/COCC2=CC=C(S2)C3=NC(NC4=CC=C(OCCN5CCCC5)C1=C4)=NC=C3,C1(NC2=CC=C(OCCN3CCCC3)C=C2)=NC=CC(C4=CC=CS4)=N1,C1(NC2=CC=CC=C2)=NC=CC(C3=CC=CS3)=N1,JAK2/FLT3 (IC50 (nM)),Type-I,90/12,10.1021/jm201454n
MKI-143,14i,CN(C6)C/C=C/COCC7=CC=C(S7)C8=NC(NC9=CC=C(OCCOC)C6=C9)=NC=C8,COCCOC(C=C1)=CC=C1NC2=NC=CC(C3=CC=CS3)=N2,c1ccc(cc1)Nc1nccc(n1)c1cccs1,JAK2/FLT3 (IC50 (nM)),Type-I,170/22,10.1021/jm201454n
MKI-144,14j,C1(NC2=CC=C(OCCN3CCCC3)C4=C2)=NC=CC(C5=CC=C(COC/C=C/COC4)S5)=N1,C1(NC2=CC=C(OCCN3CCCC3)C=C2)=NC=CC(C4=CC=CS4)=N1,C1(NC2=CC=CC=C2)=NC=CC(C3=CC=CS3)=N1,JAK2/FLT3 (IC50 (nM)),Type-I,73/24,10.1021/jm201454n
MKI-145,14k,C6(NC7=CC=C(OCCN8CCCC8)C9=C7)=NC=CC(C%10=CSC(COC/C=C/COC9)=C%10)=N6,C1(NC2=CC=C(OCCN3CCCC3)C=C2)=NC=CC(C4=CSC=C4)=N1,C1(NC2=CC=CC=C2)=NC=CC(C3=CSC=C3)=N1,JAK2/FLT3 (IC50 (nM)),Type-I,17/45,10.1021/jm201454n
MKI-146,14l (SB1578),C1(NC2=CC=C(OCCN3CCCC3)C4=C2)=NC=CC(C5=CC=C(COC/C=C/COC4)O5)=N1,C1(NC2=CC=C(OCCN3CCCC3)C=C2)=NC=CC(C4=CC=CO4)=N1,C1(NC2=CC=CC=C2)=NC=CC(C3=CC=CO3)=N1,JAK2/FLT3 (IC50 (nM)),Type-I,46/60,10.1021/jm201454n
MKI-147,14m,C6(NC7=CC=C(OCCN8CCCC8)C9=C7)=NC=CC(C%10=COC(COC/C=C/COC9)=C%10)=N6,C1(NC2=CC=C(OCCN3CCCC3)C=C2)=NC=CC(C4=COC=C4)=N1,C1(NC2=CC=CC=C2)=NC=CC(C3=COC=C3)=N1,JAK2/FLT3 (IC50 (nM)),Type-I,67/48,10.1021/jm201454n
MKI-148,14n,C1(NC2=CC=C(OCCN3CCCC3)C4=C2)=NC=CC(C5=CC(COC/C=C/COC4)=CO5)=N1,C1(NC2=CC=C(OCCN3CCCC3)C=C2)=NC=CC(C4=CC=CO4)=N1,C1(NC2=CC=CC=C2)=NC=CC(C3=CC=CO3)=N1,JAK2/FLT3 (IC50 (nM)),Type-I,110/180,10.1021/jm201454n
MKI-149,JNJ-26483327,CN(CCCCCO1)CC(C=CC(Br)=C2)=C2NC3=NC=NC4=C3C=C1C(OC)=C4,BrC1=CC(NC2=NC=NC3=C2C=CC(OC)=C3)=CC=C1,c1ccc(cc1)Nc1ncnc2c1cccc2,EGFR/Her2/Her4 (IC50 (nM)),Type-I,9.6/18/40.3,10.1371/journal.pbio.1000563
MKI-150,6,O=C(C1=CC(C2=C(OCCCCC3)C=CC=C2)=NC=C1)/N=C4N3C5=CC=CC=C5N/4,O=C(C1=CC(C2=CC=CC=C2)=NC=C1)/N=C3NC4=CC=CC=C4N/3,c1ccc(cc1)c1nccc(c1)CN=c1[nH]c2c([nH]1)cccc2,EGFR(del19 T790M C979S) (IC50 (nM)),Type-I,27,10.1021/acs.jmedchem.9b01169
MKI-151,7,O=C(C6=CC(C7=C(OCCCCC8)N(C)N=C7)=NC(F)=C6)/N=C9N8C%10=CC=CC=C%10N/9,O=C(C1=CC(C2=CN(C)N=C2)=NC(F)=C1)/N=C3NC4=CC=CC=C4N/3,c1cc(CN=c2[nH]c3c([nH]2)cccc3)cc(n1)c1c[nH]nc1,EGFR(del19 T790M C979S) (IC50 (nM)),Type-I,6,10.1021/acs.jmedchem.9b01169
MKI-152,8,O=C(C1=CC(C2=C(OCCC[C@@H](C)C3)N(C)N=C2)=NC(C)=C1)/N=C4N3C5=CC=CC=C5N/4,O=C(C1=CC(C2=CN(C)N=C2)=NC(C)=C1)/N=C3NC4=CC=CC=C4N/3,c1cc(CN=c2[nH]c3c([nH]2)cccc3)cc(n1)c1c[nH]nc1,EGFR(del19 T790M C979S) (IC50 (nM)),Type-I,5,10.1021/acs.jmedchem.9b01169
MKI-153,9,O=C(C6=CC(C7=C(OCCCCC8)N(C)N=C7)=NC(C)=C6)/N=C9N8C%10=CC=CC=C%10N/9,O=C(C1=CC(C2=CN(C)N=C2)=NC(C)=C1)/N=C3NC4=CC=CC=C4N/3,c1cc(CN=c2[nH]c3c([nH]2)cccc3)cc(n1)c1c[nH]nc1,EGFR(del19 T790M C979S) (IC50 (nM)),Type-I,1,10.1021/acs.jmedchem.9b01169
MKI-154,BI-4020,O=C(C1=CC(C2=C(OCCC[C@@H](C)C3)N(C)N=C2)=NC(C)=C1)/N=C4N3C5=CC(CN6CCN(C)CC6)=CC=C5N/4,O=C(C1=CC(C2=CN(C)N=C2)=NC(C)=C1)/N=C3NC4=CC(CN5CCN(C)CC5)=CC=C4N/3,c1cc(CN=c2[nH]c3c([nH]2)cccc3)cc(n1)c1c[nH]nc1,EGFR(del19 T790M C979S) (IC50 (nM)),Type-I,0.2,10.1021/acs.jmedchem.9b01169
MKI-155,Compound 14,O=C1NCCCOC2=CC=C(NN=C3C4=CC(N5CC6(COC6)CC5)=CC(CO1)=C4)C3=C2,C12=CC=CC=C1C(C3=CC(N4CC5(COC5)CC4)=CC=C3)=NN2,c1cc(cc(c1)c1n[nH]c2c1cccc2)N1CCC2(C1)COC2,LRRK2  (IC50 (nM)),Type-I,< 10,10.1021/acsmedchemlett.1c00687
MKI-156,Compound 15,O=C7NCCCOC8=CC=C(NN=C9C%10=CC(N%11CCN(C%12COC%12)CC%11)=CC(CO7)=C%10)C9=C8,C12=CC=CC=C1C(C3=CC(N4CCN(C5COC5)CC4)=CC=C3)=NN2,c1cc(cc(c1)c1n[nH]c2c1cccc2)N1CCC2(C1)COC2,LRRK2  (IC50 (nM)),Type-I,< 10,10.1021/acsmedchemlett.1c00687
MKI-157,Compound 34,O=C1NCCCOC2=CC=C(NN=C3C4=CC(N5CCN(N6CCCC6)CC5)=CC(CO1)=C4)C3=C2,C12=CC=CC=C1C(C3=CC(N4CCN(N5CCCC5)CC4)=CC=C3)=NN2,c1cc(cc(c1)c1n[nH]c2c1cccc2)N1CCC2(C1)COC2,LRRK2  (IC50 (nM)),Type-I,< 10,10.1021/acsmedchemlett.1c00687
MKI-158,Compound 38,O=C7NCCCOC8=CC=C(NN=C9C%10=CC(N%11CCN(N%12CCOCC%12)CC%11)=CC(CO7)=C%10)C9=C8,C12=CC=CC=C1C(C3=CC(N4CCN(N5CCOCC5)CC4)=CC=C3)=NN2,c1cc(cc(c1)c1n[nH]c2c1cccc2)N1CCC2(C1)COC2,LRRK2  (IC50 (nM)),Type-I,< 10,10.1021/acsmedchemlett.1c00687
MKI-159,Compound 69,O=C1NCCCOC2=CC=C(NN=C3C4=CC=C(C5CC5)C(CO1)=C4)C3=C2,C12=CC=CC=C1C(C3=CC=C(C4CC4)C=C3)=NN2,c1cc(cc(c1)c1n[nH]c2c1cccc2)N1CCC2(C1)COC2,LRRK2  (IC50 (nM)),Type-I,< 10,10.1021/acsmedchemlett.1c00687
MKI-160,Compound 134,O=C(OCC6)NCCCOC7=CC=C(NN=C8C9=CSC6=N9)C8=C7,C12=CC=CC=C1C(C3=CSC=N3)=NN2,c1scc(n1)c1n[nH]c2c1cccc2,LRRK2  (IC50 (nM)),Type-I,< 10,10.1021/acsmedchemlett.1c00687
MKI-161,1,CN(CC1=NN(C)C=C1C2=CN=C3C(C(C4=CN(CCCC5)N=C4)=CN3)=C2)C5=O,CN(N=C1)C=C1C2=CN=C3C(C(C4=CNN=C4)=CN3)=C2,[nH]1ncc(c1)c1cnc2c(c1)c(c[nH]2)c1cn[nH]c1,DYRK1A/DYRK1B  (IC50 (nM)),Type-I,158/70,10.1021/acsmedchemlett.1c00630
MKI-162,2,CN(CC6=NN(C)C=C6C7=CN=C8C(C(C9=CN(CCC%10)N=C9)=CN8)=C7)C%10=O,CN(N=C1)C=C1C2=CN=C3C(C(C4=CNN=C4)=CN3)=C2,[nH]1ncc(c1)c1cnc2c(c1)c(c[nH]2)c1cn[nH]c1,DYRK1A/DYRK1B  (IC50 (nM)),Type-I,200/150,10.1021/acsmedchemlett.1c00630
MKI-163,JH-XIV-68-3,CN(CC1=NN(C)C(C#N)=C1C2=CN=C3C(C(C4=CN(CCC5)N=C4C(F)(F)F)=C(C)N3)=C2)C5=O,CN(N=C1)C(C#N)=C1C2=CN=C3C(C(C4=CNN=C4C(F)(F)F)=CN3)=C2,[nH]1ncc(c1)c1cnc2c(c1)c(c[nH]2)c1cn[nH]c1,DYRK1A/DYRK1B  (IC50 (nM)),Type-I,13/19,10.1021/acsmedchemlett.1c00630
MKI-164,4,CN(CC6=NN(C)C(C#N)=C6C7=CN=C8C(C(C9=CN(CCC%10)N=C9C(F)(F)F)=CN8)=C7)C%10=O,CN(N=C1)C(C#N)=C1C2=CN=C3C(C(C4=CCN=C4C(F)(F)F)=C(C)N3)=C2,C1N=CC(=C1)c1c[nH]c2c1cc(cn2)c1c[nH]nc1,DYRK1A/DYRK1B  (IC50 (nM)),Type-I,44/55,10.1021/acsmedchemlett.1c00630
MKI-165,5,CN(N=C1CN(C(C)C)C2=O)C(OC)=C1C3=CN=C4C(C(C5=CN(CCC2)N=C5C(F)(F)F)=C(C)N4)=C3,CN(N=C1)C(OC)=C1C2=CN=C3C(C(C4=CNN=C4C(F)(F)F)=CN3)=C2,[nH]1ncc(c1)c1cnc2c(c1)c(c[nH]2)c1cn[nH]c1,DYRK1A/DYRK1B  (IC50 (nM)),Type-I,86/146,10.1021/acsmedchemlett.1c00630
MKI-166,6,CN(N=C6CN(C(C)C)C7=O)C(OC)=C6C8=CN=C9C(C(C%10=CN(CCC7)N=C%10C(F)(F)F)=CN9)=C8,CN(N=C1)C(OC)=C1C2=CN=C3C(C(C4=CNN=C4C(F)(F)F)=C(C)N3)=C2,[nH]1ncc(c1)c1cnc2c(c1)c(c[nH]2)c1cn[nH]c1,DYRK1A/DYRK1B  (IC50 (nM)),Type-I,327/533,10.1021/acsmedchemlett.1c00630
MKI-167,7,CN(CC1=NN(C)C(C#N)=C1C2=CN=C3C(C(C4=CN(CCC5)N=C4C(F)(F)F)=CN3)=N2)C5=O,CN(N=C1)C(C#N)=C1C2=CN=C3C(C(C4=CNN=C4C(F)(F)F)=NN3)=C2,[nH]1ncc(c1)c1cnc2c(c1)c(n[nH]2)c1cn[nH]c1,DYRK1A/DYRK1B  (IC50 (nM)),Type-I,582/929,10.1021/acsmedchemlett.1c00630
MKI-168,8,CN(CC6=NN(C)C(C#N)=C6C7=CN=C8C(C(C9=CN(CCC%10)N=C9C(F)(F)F)=NN8)=C7)C%10=O,CN(N=C1)C(C#N)=C1C2=CN=C3C(C(C4=CNN=C4C(F)(F)F)=CN3)=N2,[nH]1ncc(c1)c1cnc2c(n1)c(c[nH]2)c1cn[nH]c1,DYRK1A/DYRK1B  (IC50 (nM)),Type-I,18-Dec,10.1021/acsmedchemlett.1c00630
MKI-169,JH-XVII-10,FC1=C(C2=CN(CCC3)N=C2C(F)(F)F)C4=CC(C5=C(C#N)N(C)N=C5CN(C)C3=O)=CN=C4N1,FC1=C(C2=CNN=C2C(F)(F)F)C3=CC(C4=C(C#N)N(C)N=C4)=CN=C3N1,[nH]1ncc(c1)c1cnc2c(c1)c(c[nH]2)c1cn[nH]c1,DYRK1A/DYRK1B  (IC50 (nM)),Type-I,5-Mar,10.1021/acsmedchemlett.1c00630
MKI-170,OD16,CN1CC2=CC(CCC3)=C(C=C2)N3C4=NC(NC5=CC=CC(CC1)=C5)=NC=C4,C1(NC2=CC=CC=C2)=NC=CC(N3C(C=CC=C4)=C4CCC3)=N1,c1ccc(cc1)Nc1nccc(n1)N1CCCc2c1cccc2,ALK1/ALK2 (Kd(nM)),Type-I,20/17,10.3390/cancers13122951
MKI-171,OD29,CC(CNC(CCN(C)CC1=CC=CC2=C1)=O)NC3=NC4=C2C=NN4C=C3,C12=C(C3=CC=CC=C3)C=NN1C=CC=N2,c1ccc(cc1)c1cnn2c1nccc2,ALK1/ALK2 (Kd(nM)),Type-I,6.0/10.0,10.3390/cancers13122951
MKI-172,MCX2,COC(C(NS(C1=CC=CC(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=CC5=C4C(C6=CC2=CC=C6)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CC=CC=C5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CC=C4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,16.77/279.00,10.1021/acsmedchemlett.1c00412
MKI-173,MCX16,COC(C(NS(C1=CC=CC(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=CC5=C4C(C6=CC=C2S6)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CC=CS5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CS4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,17.00/12.87,10.1021/acsmedchemlett.1c00412
MKI-174,MCX17,COC(C(NS(C1=CC=CC(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=CC5=C4C(C6=CC2=CN=C6)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CC=CN=C5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CN=C4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,74.60/45.77,10.1021/acsmedchemlett.1c00412
MKI-175,MCX18,COC(C(NS(C7=CC=CC8=C7)(=O)=O)=C9)=NC=C9C(S%10)=CC%11=C%10C(C(C=N%12)=CN%12CNC8=O)=NC=N%11,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CNN=C5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CNN=C4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,58.30/254.33,10.1021/acsmedchemlett.1c00412
MKI-176,MCX19,COC(C(NS(C1=CC=CC(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=CC5=C4C(C6=CC2=NC=C6)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CC=NC=C5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=NC=C4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,50.20/649.00,10.1021/acsmedchemlett.1c00412
MKI-177,MCX20,COC(C(NS(C7=CC=CC(C(NC8)=O)=C7)(=O)=O)=C9)=NC=C9C(S%10)=CC%11=C%10C(C%12=CC=C8O%12)=NC=N%11,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CC=CO5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CO4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,389.73/246.97,10.1021/acsmedchemlett.1c00412
MKI-178,MCX21,COC(C(NS(C1=CC=CC(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=CC5=C4C(C6=CC2=CS6)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CC=CS5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CS4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,28.90/13.10,10.1021/acsmedchemlett.1c00412
MKI-179,MCX22,COC(C(NS(C7=CC=CC(C(NC8)=O)=C7)(=O)=O)=C9)=NC=C9C(S%10)=CC%11=C%10C(C%12=CSC8=C%12)=NC=N%11,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CSC=C5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CSC=C4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,13.71/153.67,10.1021/acsmedchemlett.1c00412
MKI-180,MCX24,COC(C(NS(C1=CC=CC(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=CC5=C4C(C6=CC(C)=C2S6)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CC(C)=CS5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CS4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,7.40/43.83,10.1021/acsmedchemlett.1c00412
MKI-181,MCX25,COC(C(NS(C7=CC=C(OC)C(C(NC8)=O)=C7)(=O)=O)=C9)=NC=C9C(S%10)=CC%11=C%10C(C%12=CC=C8S%12)=NC=N%11,COC(C(NS(C1=CC=C(OC)C=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CC=CS5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CS4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,6.91/65.70,10.1021/acsmedchemlett.1c00412
MKI-182,MCX26,COC(C(NS(C1=CC=C(F)C(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=CC5=C4C(C6=CC=C2S6)=NC=N5,COC(C(NS(C1=CC=C(F)C=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CC=CS5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CS4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,6.34/14.60,10.1021/acsmedchemlett.1c00412
MKI-183,MCX27,COC(C(NS(C7=CC=C(Cl)C(C(NC8)=O)=C7)(=O)=O)=C9)=NC=C9C(S%10)=CC%11=C%10C(C%12=CC=C8S%12)=NC=N%11,COC(C(NS(C1=CC=C(Cl)C=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CC=CS5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CS4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,6.28/11.05,10.1021/acsmedchemlett.1c00412
MKI-184,MCX32,COC(C(NS(C1=CC=CC(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=C(C)C5=C4C(N6C[C@@H]2OCC6)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=C(C)C4=C3C(N5CCOCC5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(N4CCOCC4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,0.66/39.10,10.1021/acsmedchemlett.1c00412
MKI-185,MCX33,COC(C(NS(C7=CC=CC(C(NC8)=O)=C7)(=O)=O)=C9)=NC=C9C(S%10)=C(C)C%11=C%10C(N%12C[C@H]8CC%12)=NC=N%11,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=C(C)C4=C3C(N5CCCC5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(N4CCCC4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,3.08/121.87,10.1021/acsmedchemlett.1c00412
MKI-186,MCX34,COC(C(NS(C1=CC=CC(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=C(C)C5=C4C(N6C[C@@H]2CC6)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=C(C)C4=C3C(N5CCCC5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(N4CCCC4)=NC=N1,PI3K⍺/PIM-1 (IC50 (nM)),Type-I,3.15/44.00,10.1021/acsmedchemlett.1c00412
MKI-187,MCX28,COC(C(NS(C1=CC=CC2=C1)(=O)=O)=C3)=NC=C3C(S4)=C(C)C5=C4C(C(C=N6)=CN6CNC2=O)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=C(C)C4=C3C(C5=CC=CS5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CS4)=NC=N1,PI3K⍺/mTOR/PIM-1 (IC50 (nM)),Type-I,0.23/138.17/18.12,10.1021/acsmedchemlett.1c00412
MKI-188,MCX29,COC(C(NS(C7=CC=C(F)C(C(NC8)=O)=C7)(=O)=O)=C9)=NC=C9C(S%10)=C(C)C%11=C%10C(C%12=CC=C8S%12)=NC=N%11,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=C(C)C4=C3C(C5=CC=CN=C5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CN=C4)=NC=N1,PI3K⍺/mTOR/PIM-1 (IC50 (nM)),Type-I,19.03/175.33/45.87,10.1021/acsmedchemlett.1c00412
MKI-189,MCX30,COC(C(NS(C1=CC=CC(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=C(C)C5=C4C(C6=CC=C2S6)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=C(C)C4=C3C(C5=CNN=C5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CNN=C4)=NC=N1,PI3K⍺/mTOR/PIM-1 (IC50 (nM)),Type-I,0.43/197.33/178.50,10.1021/acsmedchemlett.1c00412
MKI-190,MCX31,COC(C(NS(C7=CC=CC(C(NC8)=O)=C7)(=O)=O)=C9)=NC=C9C(S%10)=C(C)C%11=C%10C(C%12=CC8=CN=C%12)=NC=N%11,COC(C(NS(C1=CC=C(F)C=C1)(=O)=O)=C2)=NC=C2C(S3)=C(C)C4=C3C(C5=CC=CS5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CC=CS4)=NC=N1,PI3K⍺/mTOR/PIM-1 (IC50 (nM)),Type-I,0.13/74.53/22.27,10.1021/acsmedchemlett.1c00412
MKI-191,MCX23,COC(C(NS(C1=CC=CC(C(NC2)=O)=C1)(=O)=O)=C3)=NC=C3C(S4)=CC5=C4C(C6=CSC2=N6)=NC=N5,COC(C(NS(C1=CC=CC=C1)(=O)=O)=C2)=NC=C2C(S3)=CC4=C3C(C5=CSC=N5)=NC=N4,C1(C=C(C2=CN=CC=C2)S3)=C3C(C4=CSC=N4)=NC=N1,PI3K⍺(IC50 (nM)),Type-I,123.4,10.1021/acsmedchemlett.1c00412
MKI-192,LOXO-195 (Selitrectini),O=C5N[C@H](C)CCC(N=CC(F)=C6)=C6[C@@H](CCC7)N7C8=NC9=C5C=NN9C=C8,FC1=CC([C@@H](CCC2)N2C3=NC4=CC=NN4C=C3)=CN=C1,c1ccc(cn1)C1CCCN1c1ccn2c(n1)ccn2,TRKA/TRKB/TRKC (IC50(nM)),Type-I,6.7/0.5/<1,10.1021/acs.jmedchem.1c00712
MKI-193,TPX-0005 (Repotrectinib),C[C@H](C1=C(O[C@@H](C)CNC2=O)C=CC(F)=C1)NC3=NC4=C2C=NN4C=C3,C[C@H](C1=CC=CC(F)=C1)NC2=NC3=CC=NN3C=C2,c1ccc(cc1)CNc1ccn2c(n1)ccn2,ALK/ROS1/TRKA/TRKB/TRKC (IC50(nM)),Type-I,1.01/0.07/0.83/0.05/0.1,10.1158/2159-8290.CD-18-0484
MKI-194,8,O=C(C1=C2N(N=C1)C=CC(N3[C@@H]4CCCC3)=N2)NC5(CC5)COC6=C4C=C(F)C=N6,FC1=CC([C@@H](CCCC2)N2C3=NC4=CC=NN4C=C3)=CN=C1,C1CCN(C(C1)c1cccnc1)c1ccn2c(n1)ccn2,TRKA/TRKC (IC50(nM)),Type-I,3.2/0.2,10.1021/acs.jmedchem.1c00712
MKI-195,9,O=C(C7=C8N(N=C7)C=CC(N9[C@@H]%10CNCC9)=N8)NC%11(CC%11)COC%12=C%10C=C(F)C=N%12,FC1=CC([C@@H](CNCC2)N2C3=NC4=CC=NN4C=C3)=CN=C1,N1CCN(C(C1)c1cccnc1)c1ccn2c(n1)ccn2,TRKA/TRKC (IC50(nM)),Type-I,4.9/0.2,10.1021/acs.jmedchem.1c00712
MKI-196,10(LPM4870108),O=C(C1=C2N(N=C1)C=CC(N3[C@@H]4COCC3)=N2)NC5(CC5)COC6=C4C=C(F)C=N6,FC1=CC([C@@H](COCC2)N2C3=NC4=CC=NN4C=C3)=CN=C1,O1CCN(C(C1)c1cccnc1)c1ccn2c(n1)ccn2,TRKA/TRKC (IC50(nM)),Type-I,2.4/0.2,10.1021/acs.jmedchem.1c00712
MKI-197,4,C[C@H](C1=C(NC([C@@H](C)NC2=O)=O)C=CC(F)=C1)NC3=NC4=C2C=NN4C=C3,C[C@H](C1=CC=CC(F)=C1)NC2=NC3=CC=NN3C=C2,c1ccc(cc1)CNc1ccn2c(n1)ccn2,TRKA(IC50(nM)),Type-I,846,10.1021/acs.jmedchem.1c00712
MKI-198,7,O=C(C1=C2N(N=C1)C=CC(N3C4(C5)C5CC3)=N2)N[C@H](C)COC6=C4C=C(F)C=N6,FC1=CC(C(C2CC3)(C2)N3C4=NC5=CC=NN5C=C4)=CN=C1,c1ccc(cn1)C12CC1CCN2c1ccn2c(n1)ccn2,TRKA(IC50(nM)),Type-I,67.5,10.1021/acs.jmedchem.1c00712
